import time: self [us] | cumulative | imported package
import time:      1220 |       1220 |                       _sqlite3
import time:       477 |       1696 |                     sqlite3.dbapi2
import time:       544 |       2240 |                   sqlite3
import time:      1845 |       4084 |                 filelock._read_write
import time:      1847 |       5930 |               filelock._async_read_write
import time:      9755 |       9755 |                 filelock._util
import time:      2512 |      12267 |               filelock._soft
import time:      5061 |       5061 |                   filelock._soft_rw._sync
import time:      4933 |       9993 |                 filelock._soft_rw._async
import time:      2404 |      12397 |               filelock._soft_rw
import time:      1761 |       1761 |               filelock._unix
import time:      1368 |       1368 |               filelock._windows
import time:      2134 |       2134 |               filelock.asyncio
import time:      1412 |       1412 |               filelock.version
import time:      3145 |      46009 |             filelock
import time:      2389 |      48398 |           huggingface_hub.utils._fixes
import time:      1346 |       1346 |             huggingface_hub.utils._subprocess
import time:      1767 |       3112 |           huggingface_hub.utils._git_credential
import time:      1452 |       1452 |               huggingface_hub.utils._typing
import time:      1583 |       3034 |             huggingface_hub.utils._validators
import time:      1907 |       4941 |           huggingface_hub.utils._headers
import time:      5515 |       5515 |           huggingface_hub.utils._hf_uris
import time:      1461 |       1461 |             huggingface_hub.utils._lfs
import time:      3040 |       4500 |           huggingface_hub.utils._http
import time:      1625 |       1625 |           huggingface_hub.utils._pagination
import time:      1387 |       1387 |           huggingface_hub.utils._paths
import time:      2320 |       2320 |           huggingface_hub.utils._safetensors
import time:      1488 |       1488 |           huggingface_hub.utils._telemetry
import time:      2596 |       2596 |           huggingface_hub.utils._xet
import time:     10454 |     568075 |         huggingface_hub.utils
import time:      4364 |       4364 |             urllib3.exceptions
import time:      3940 |       3940 |                     urllib3.util.timeout
import time:      2651 |       6590 |                   urllib3.util.connection
import time:      1549 |       1549 |                     urllib3.util.util
import time:       250 |        250 |                     brotlicffi
import time:       186 |        186 |                     brotli
import time:       166 |        166 |                     backports
import time:      2613 |       4761 |                   urllib3.util.request
import time:      1425 |       1425 |                   urllib3.util.response
import time:      2055 |       2055 |                   urllib3.util.retry
import time:     13768 |      13768 |                     urllib3.util.url
import time:      1635 |       1635 |                     urllib3.util.ssltransport
import time:      6478 |      21880 |                   urllib3.util.ssl_
import time:      1679 |       1679 |                   urllib3.util.wait
import time:      3222 |      41610 |                 urllib3.util
import time:        70 |      41680 |               urllib3.util.connection
import time:      2580 |      44260 |             urllib3._base_connection
import time:      1650 |       1650 |             urllib3._collections
import time:      1200 |       1200 |             urllib3._version
import time:      4334 |       4334 |                   urllib3.fields
import time:      1491 |       5824 |                 urllib3.filepost
import time:       189 |        189 |                   brotlicffi
import time:       153 |        153 |                   brotli
import time:      1867 |       1867 |                     urllib3.http2
import time:      2736 |       2736 |                     urllib3.http2.probe
import time:      1608 |       1608 |                     urllib3.util.ssl_match_hostname
import time:      2137 |       8346 |                   urllib3.connection
import time:       184 |        184 |                   backports
import time:      2106 |      10975 |                 urllib3.response
import time:      1426 |      18224 |               urllib3._request_methods
import time:      1683 |       1683 |               urllib3.util.proxy
import time:      2160 |      22066 |             urllib3.connectionpool
import time:      1992 |       1992 |             urllib3.poolmanager
import time:     19947 |      95475 |           urllib3
import time:      1432 |       1432 |                   81d243bd2c585b0f4821__mypyc
import time:      3720 |       3720 |                   charset_normalizer.constant
import time:       384 |        384 |                     _multibytecodec
import time:      6622 |       7006 |                   charset_normalizer.utils
import time:      2851 |       2851 |                   charset_normalizer.models
import time:      4295 |      19302 |                 charset_normalizer.cd
import time:       356 |        356 |                 _codecs_tw
import time:       317 |        317 |                 _codecs_hk
import time:      1600 |       1600 |                 _codecs_jp
import time:       265 |        265 |                 _codecs_kr
import time:       276 |        276 |                 _codecs_cn
import time:       271 |        271 |                 _codecs_iso2022
import time:     26809 |      49192 |               charset_normalizer.api
import time:      1912 |       1912 |               charset_normalizer.legacy
import time:      1281 |       1281 |               charset_normalizer.version
import time:       172 |        172 |               simplejson
import time:      1243 |       1243 |               http.cookies
import time:      4754 |      58551 |             requests.compat
import time:      6785 |      65335 |           requests.exceptions
import time:       175 |        175 |           chardet
import time:      3910 |       3910 |           requests.packages
import time:      2334 |       2334 |                 certifi.core
import time:      2458 |       4792 |               certifi
import time:      1403 |       6194 |             requests.certs
import time:      1599 |       1599 |             requests.__version__
import time:      4690 |       4690 |             requests._internal_utils
import time:      1773 |       1773 |             requests.cookies
import time:      1584 |       1584 |             requests.structures
import time:       242 |        242 |                 importlib.resources._itertools
import time:       367 |        609 |               importlib.resources.readers
import time:       219 |        827 |             importlib.readers
import time:      2957 |      19619 |           requests.utils
import time:      1421 |       1421 |                 requests.auth
import time:       346 |        346 |                     stringprep
import time:       299 |        644 |                   encodings.idna
import time:      1550 |       1550 |                   requests.hooks
import time:      2343 |       2343 |                   requests.status_codes
import time:      2341 |       6877 |                 requests.models
import time:      2250 |       2250 |                   urllib3.contrib
import time:       216 |        216 |                   socks
import time:      3179 |       5645 |                 urllib3.contrib.socks
import time:      1565 |      15506 |               requests.adapters
import time:      1994 |      17500 |             requests.sessions
import time:      1677 |      19176 |           requests.api
import time:      3892 |     207580 |         requests
import time:      2962 |       2962 |             wandb.errors.errors
import time:      3090 |       6051 |           wandb.errors
import time:      2065 |       2065 |           wandb.errors.term
import time:      2343 |       2343 |                   wandb.sdk.lib.lazyloader
import time:      1809 |       1809 |                   wandb.sdk.lib.disabled
import time:      1837 |       1837 |                   wandb.sdk.lib.run_moment
import time:      2906 |       8894 |                 wandb.sdk.lib
import time:      1994 |       1994 |                         platformdirs.api
import time:      1496 |       1496 |                         platformdirs.version
import time:      1541 |       1541 |                           platformdirs._xdg
import time:      2957 |       4498 |                         platformdirs.unix
import time:      3014 |      11000 |                       platformdirs
import time:      1533 |      12533 |                     wandb.env
import time:      1615 |       1615 |                       wandb.sdk.lib.paths
import time:      1537 |       1537 |                             google
import time:      3067 |       4604 |                           google.protobuf
import time:      2801 |       2801 |                             google.protobuf.internal
import time:        82 |         82 |                               google.protobuf.internal._api_implementation
import time:      4675 |       4675 |                               google.protobuf.message
import time:      1502 |       1502 |                               google.protobuf.internal.enum_type_wrapper
import time:       398 |        398 |                               google.protobuf.enable_deterministic_proto_serialization
import time:      6493 |      13148 |                             google.protobuf.internal.api_implementation
import time:      2405 |      18353 |                           google.protobuf.descriptor
import time:      1728 |       1728 |                             google.protobuf.descriptor_database
import time:      2269 |       2269 |                             google.protobuf.text_encoding
import time:      1433 |       1433 |                             google.protobuf.internal.python_edition_defaults
import time:       358 |        358 |                                 encodings.raw_unicode_escape
import time:       322 |        322 |                                 encodings.unicode_escape
import time:      2528 |       2528 |                                   google.protobuf.internal.containers
import time:      2018 |       2018 |                                     google.protobuf.internal.wire_format
import time:      2465 |       4482 |                                   google.protobuf.internal.encoder
import time:      1935 |       8944 |                                 google.protobuf.internal.decoder
import time:      2000 |       2000 |                                 google.protobuf.internal.type_checkers
import time:      2239 |       2239 |                                 google.protobuf.unknown_fields
import time:      4013 |      17873 |                               google.protobuf.text_format
import time:      1620 |       1620 |                               google.protobuf.internal.extension_dict
import time:      1677 |       1677 |                               google.protobuf.internal.message_listener
import time:      1769 |       1769 |                                 google.protobuf.internal.field_mask
import time:      1920 |       3688 |                               google.protobuf.internal.well_known_types
import time:      2236 |      27093 |                             google.protobuf.internal.python_message
import time:      2186 |      34706 |                           google.protobuf.descriptor_pool
import time:      1550 |       1550 |                           google.protobuf.runtime_version
import time:      2007 |       2007 |                               google.protobuf.pyext
import time:      1875 |       1875 |                               google.protobuf.pyext.cpp_message
import time:      1999 |       5880 |                             google.protobuf.message_factory
import time:      1662 |       7541 |                           google.protobuf.symbol_database
import time:      1521 |       1521 |                             google.protobuf.reflection
import time:      1868 |       3389 |                           google.protobuf.internal.builder
import time:      8616 |      78756 |                         google.protobuf.wrappers_pb2
import time:      1884 |       1884 |                                   pydantic_core._pydantic_core
import time:     13969 |      13969 |                                   pydantic_core.core_schema
import time:      2614 |      18467 |                                 pydantic_core
import time:      1597 |      20063 |                               pydantic.version
import time:      1521 |      21583 |                             pydantic.warnings
import time:      2252 |      23835 |                           pydantic._migration
import time:      2414 |       2414 |                               typing_inspection
import time:      3081 |       3081 |                               typing_inspection.typing_objects
import time:      3592 |       9085 |                             typing_inspection.introspection
import time:      1752 |       1752 |                             pydantic._internal
import time:      1969 |       1969 |                                 pydantic._internal._namespace_utils
import time:      2375 |       4343 |                               pydantic._internal._typing_extra
import time:      2367 |       6709 |                             pydantic._internal._repr
import time:      1940 |      19485 |                           pydantic.errors
import time:      2830 |      46150 |                         pydantic
import time:      1435 |       1435 |                             pydantic._internal._internal_dataclass
import time:      2562 |       3996 |                           pydantic.aliases
import time:      2084 |       2084 |                           pydantic.config
import time:      2345 |       8424 |                         pydantic._internal._config
import time:      2235 |       2235 |                           pydantic._internal._core_utils
import time:      2277 |       2277 |                             pydantic._internal._import_utils
import time:      2636 |       4913 |                           pydantic._internal._utils
import time:      5468 |      12614 |                         pydantic._internal._decorators
import time:      2175 |       2175 |                             pydantic._internal._forward_ref
import time:      1816 |       3990 |                           pydantic._internal._generics
import time:      1497 |       1497 |                           pydantic._internal._docs_extraction
import time:      2279 |       7765 |                         pydantic._internal._fields
import time:      8252 |       8252 |                             pydantic.plugin
import time:      3262 |      11514 |                           pydantic.plugin._schema_validator
import time:      2113 |      13627 |                         pydantic._internal._mock_val_ser
import time:       586 |        586 |                               zoneinfo._tzpath
import time:       370 |        370 |                               zoneinfo._common
import time:       542 |        542 |                               _zoneinfo
import time:       509 |       2006 |                             zoneinfo
import time:      1803 |       1803 |                             pydantic.annotated_handlers
import time:      6790 |       6790 |                             pydantic.functional_validators
import time:      1616 |       1616 |                               pydantic._internal._core_metadata
import time:      1537 |       1537 |                               pydantic._internal._schema_generation_shared
import time:      5392 |       8544 |                             pydantic.json_schema
import time:      1736 |       1736 |                             pydantic._internal._discriminated_union
import time:      2112 |       2112 |                             pydantic._internal._known_annotated_metadata
import time:      2276 |       2276 |                             pydantic._internal._schema_gather
import time:      4004 |      29267 |                           pydantic._internal._generate_schema
import time:      1830 |       1830 |                           pydantic._internal._signature
import time:      2266 |      33362 |                         pydantic._internal._model_construction
import time:     12214 |      12214 |                         annotated_types
import time:      2660 |       2660 |                         pydantic._internal._validators
import time:     15368 |      15368 |                         pydantic.types
import time:      1680 |       1680 |                               wandb._pydantic.utils
import time:      1798 |       1798 |                               pydantic.alias_generators
import time:      2441 |       5918 |                             wandb._pydantic.v1_compat
import time:      1445 |       1445 |                             pydantic.plugin._loader
import time:    975481 |     982843 |                           wandb._pydantic.base
import time:      4184 |       4184 |                           wandb._pydantic.field_types
import time:     39228 |      39228 |                           wandb._pydantic.pagination
import time:      2811 |    1029065 |                         wandb._pydantic
import time:      2769 |       2769 |                         wandb.proto
import time:      1117 |       1117 |                             wandb.proto.v7
import time:      3162 |       4278 |                           wandb.proto.v7.wandb_settings_pb2
import time:      2009 |       6287 |                         wandb.proto.wandb_settings_pb2
import time:      1813 |       1813 |                                   wandb.proto.v7.wandb_base_pb2
import time:      1785 |       3598 |                                 wandb.proto.wandb_base_pb2
import time:      7496 |      11093 |                               wandb.proto.v7.wandb_telemetry_pb2
import time:      7788 |      18881 |                             wandb.proto.wandb_telemetry_pb2
import time:      2057 |      20938 |                           wandb.sdk.lib.telemetry
import time:      1523 |      22460 |                         wandb.sdk.lib.deprecation
import time:      1386 |       1386 |                         wandb.sdk.lib.settings_file
import time:      1221 |       1221 |                         wandb.sdk.lib.urls
import time:      1325 |       1325 |                         wandb.sdk.lib.credentials
import time:      1769 |       1769 |                         wandb.sdk.lib.ipython
import time:      4732 |       4732 |                         pydantic._internal._serializers
import time:     12251 |      12251 |                           pydantic._internal._dataclasses
import time:     10334 |      22584 |                         pydantic.dataclasses
import time:     90480 |    1415006 |                       wandb.sdk.wandb_settings
import time:      2720 |    1419341 |                     wandb.sdk.lib.filesystem
import time:      1379 |       1379 |                     wandb.sdk.lib.runid
import time:      1890 |       1890 |                         wandb.vendor
import time:       558 |       2447 |                       wandb.vendor.wandb_orjson
import time:      1448 |       3895 |                     wandb.sdk.lib.json_util
import time:      5224 |    1442370 |                   wandb.util
import time:      1779 |    1444149 |                 wandb.sdk.lib.config_util
import time:      2870 |    1455912 |               wandb.sdk.wandb_helper
import time:      2010 |       2010 |                 wandb.sdk.artifacts
import time:       198 |        198 |                   multiprocessing.dummy.connection
import time:       340 |        537 |                 multiprocessing.dummy
import time:      2155 |       2155 |                     wandb.sdk.data_types
import time:      1880 |       1880 |                     wandb.sdk.data_types._dtypes
import time:      1563 |       1563 |                     wandb.sdk.data_types._private
import time:      2238 |       2238 |                       wandb.sdk.data_types.base_types
import time:     12122 |      12122 |                             wandb.integration
import time:      1571 |       1571 |                                   wandb.sdk.lib.wbauth.validation
import time:      1720 |       1720 |                                   wandb.sdk.lib.wbauth.host_url
import time:      2632 |       5922 |                                 wandb.sdk.lib.wbauth.auth
import time:      1770 |       1770 |                                     wandb.errors.links
import time:      1289 |       1289 |                                     wandb.sdk.lib.wbauth.saas
import time:       268 |        268 |                                       netrc
import time:      1927 |       2194 |                                     wandb.sdk.lib.wbauth.wbnetrc
import time:      2188 |       7440 |                                   wandb.sdk.lib.wbauth.prompt
import time:      1572 |       9011 |                                 wandb.sdk.lib.wbauth.authenticate
import time:      2538 |      17471 |                               wandb.sdk.lib.wbauth
import time:      2608 |      20079 |                             wandb.integration.sagemaker.auth
import time:      4453 |       4453 |                               wandb.integration.sagemaker.files
import time:      1833 |       6286 |                             wandb.integration.sagemaker.config
import time:      1603 |       1603 |                             wandb.integration.sagemaker.resources
import time:      7310 |      47397 |                           wandb.integration.sagemaker
import time:      1313 |       1313 |                             wandb.sdk.lib.asyncio_compat
import time:      2022 |       3335 |                           wandb.sdk.lib.asyncio_manager
import time:      1334 |       1334 |                           wandb.sdk.lib.import_hooks
import time:      1660 |       1660 |                           wandb.sdk.lib.wb_logging
import time:      1270 |       1270 |                           wandb.sdk.lib.server
import time:     33495 |      88488 |                         wandb.sdk.wandb_setup
import time:      5257 |      93745 |                       wandb.sdk.data_types.base_types.wb_value
import time:      2501 |      98482 |                     wandb.sdk.data_types.base_types.media
import time:      2362 |     106440 |                   wandb.sdk.data_types.audio
import time:      1597 |       1597 |                     wandb._strutils
import time:      1452 |       3048 |                   wandb.sdk.data_types.bokeh
import time:      1397 |       1397 |                   wandb.sdk.data_types.graph
import time:      1875 |       1875 |                     wandb.sdk.data_types.helper_types
import time:      7983 |       7983 |                     wandb.sdk.data_types.base_types.json_metadata
import time:     29773 |      39631 |                   wandb.sdk.data_types.helper_types.bounding_boxes_2d
import time:      4085 |       4085 |                   wandb.sdk.data_types.helper_types.classes
import time:      5353 |       5353 |                   wandb.sdk.data_types.helper_types.image_mask
import time:      2936 |       2936 |                   wandb.sdk.data_types.histogram
import time:      1704 |       1704 |                   wandb.sdk.data_types.html
import time:      1972 |       1972 |                     wandb.sdk.lib.hashutil
import time:      2147 |       4119 |                   wandb.sdk.data_types.image
import time:      1328 |       1328 |                   wandb.sdk.data_types.molecule
import time:      1391 |       1391 |                   wandb.sdk.data_types.object_3d
import time:      1643 |       1643 |                   wandb.sdk.data_types.plotly
import time:      1800 |       1800 |                   wandb.sdk.data_types.saved_model
import time:      1586 |       1586 |                     wandb.sdk.data_types.table_decorators
import time:      1972 |       1972 |                       wandb.sdk.internal
import time:      2135 |       2135 |                       wandb.sdk.internal.incremental_table_util
import time:      1624 |       5730 |                     wandb.sdk.data_types.utils
import time:      1868 |       9182 |                   wandb.sdk.data_types.table
import time:      3366 |       3366 |                   wandb.sdk.data_types.trace_tree
import time:      1273 |       1273 |                       wandb.sdk.lib.sparkline
import time:      1711 |       2983 |                     wandb.sdk.lib.printer
import time:      4154 |       4154 |                     wandb.sdk.lib.printer_asyncio
import time:      1691 |       8827 |                   wandb.sdk.data_types.video
import time:      2970 |     199212 |                 wandb.data_types
import time:      1571 |       1571 |                 wandb._iterutils
import time:      3571 |       3571 |                                     wandb_graphql.pyutils
import time:      4296 |       7866 |                                   wandb_graphql.pyutils.version
import time:     12124 |      12124 |                                             wandb_promise.pyutils
import time:      3219 |      15342 |                                           wandb_promise.pyutils.version
import time:      1460 |       1460 |                                             wandb_promise.async_
import time:      1324 |       1324 |                                               wandb_promise.iterate_promise
import time:      1333 |       2656 |                                             wandb_promise.compat
import time:      1639 |       1639 |                                             wandb_promise.utils
import time:      1486 |       1486 |                                             wandb_promise.promise_list
import time:      2174 |       2174 |                                               wandb_promise.schedulers
import time:      2108 |       4281 |                                             wandb_promise.schedulers.immediate
import time:      2516 |      14035 |                                           wandb_promise.promise
import time:     15232 |      44609 |                                         wandb_promise
import time:      2096 |       2096 |                                               wandb_graphql.language
import time:      2218 |       4314 |                                             wandb_graphql.language.location
import time:      5124 |       9438 |                                           wandb_graphql.error.base
import time:      1762 |       1762 |                                           wandb_graphql.error.located_error
import time:      1263 |       1263 |                                           wandb_graphql.error.syntax_error
import time:      1369 |       1369 |                                           wandb_graphql.error.format_error
import time:      2289 |      16119 |                                         wandb_graphql.error
import time:      1851 |       1851 |                                         wandb_graphql.pyutils.default_ordered_dict
import time:       855 |        855 |                                           cyordereddict
import time:      1560 |       2415 |                                         wandb_graphql.pyutils.ordereddict
import time:      5154 |       5154 |                                             wandb_graphql.language.ast
import time:      1594 |       1594 |                                             wandb_graphql.pyutils.cached_property
import time:      2243 |       2243 |                                               wandb_graphql.utils
import time:      5086 |       7329 |                                             wandb_graphql.utils.assert_valid_name
import time:     26855 |      40931 |                                           wandb_graphql.type.definition
import time:      2009 |       2009 |                                             wandb_graphql.type.scalars
import time:      1943 |       3952 |                                           wandb_graphql.type.directives
import time:      1850 |       1850 |                                                   wandb_graphql.language.visitor_meta
import time:      1743 |       3593 |                                                 wandb_graphql.language.visitor
import time:      1816 |       5408 |                                               wandb_graphql.language.printer
import time:      1359 |       1359 |                                               wandb_graphql.utils.ast_from_value
import time:      2838 |       9604 |                                             wandb_graphql.type.introspection
import time:      1345 |       1345 |                                               wandb_graphql.utils.type_comparators
import time:      1767 |       3112 |                                             wandb_graphql.type.typemap
import time:      8369 |      21084 |                                           wandb_graphql.type.schema
import time:      7753 |      73717 |                                         wandb_graphql.type
import time:      1755 |       1755 |                                           wandb_graphql.utils.type_from_ast
import time:      1379 |       1379 |                                             wandb_graphql.utils.is_valid_value
import time:      1331 |       1331 |                                             wandb_graphql.utils.value_from_ast
import time:      1480 |       4189 |                                           wandb_graphql.execution.values
import time:      1785 |       7729 |                                         wandb_graphql.execution.base
import time:      4788 |       4788 |                                           wandb_graphql.execution.executors
import time:      2778 |       7565 |                                         wandb_graphql.execution.executors.sync
import time:      1956 |       1956 |                                           wandb_graphql.execution.experimental
import time:      1381 |       1381 |                                           wandb_graphql.execution.middleware
import time:      1993 |       1993 |                                           wandb_graphql.execution.experimental.fragment
import time:      2864 |       8192 |                                         wandb_graphql.execution.experimental.executor
import time:      3179 |     165371 |                                       wandb_graphql.execution.executor
import time:      3470 |     168841 |                                     wandb_graphql.execution
import time:      1483 |       1483 |                                       wandb_graphql.language.lexer
import time:      1951 |       1951 |                                       wandb_graphql.language.source
import time:      1820 |       5253 |                                     wandb_graphql.language.parser
import time:      1350 |       1350 |                                           wandb_graphql.utils.get_field_def
import time:      1721 |       3070 |                                         wandb_graphql.utils.type_info
import time:      1504 |       1504 |                                             wandb_graphql.utils.is_valid_literal_value
import time:      1474 |       1474 |                                             wandb_graphql.validation.rules.base
import time:      2703 |       5681 |                                           wandb_graphql.validation.rules.arguments_of_correct_type
import time:      1543 |       1543 |                                           wandb_graphql.validation.rules.default_values_of_correct_type
import time:      1629 |       1629 |                                             wandb_graphql.utils.quoted_or_list
import time:      1752 |       1752 |                                             wandb_graphql.utils.suggestion_list
import time:      2316 |       5696 |                                           wandb_graphql.validation.rules.fields_on_correct_type
import time:      1919 |       1919 |                                           wandb_graphql.validation.rules.fragments_on_composite_types
import time:      1459 |       1459 |                                           wandb_graphql.validation.rules.known_argument_names
import time:      1579 |       1579 |                                           wandb_graphql.validation.rules.known_directives
import time:      1864 |       1864 |                                           wandb_graphql.validation.rules.known_fragment_names
import time:      1467 |       1467 |                                           wandb_graphql.validation.rules.known_type_names
import time:      1497 |       1497 |                                           wandb_graphql.validation.rules.lone_anonymous_operation
import time:      1673 |       1673 |                                           wandb_graphql.validation.rules.no_fragment_cycles
import time:      1476 |       1476 |                                           wandb_graphql.validation.rules.no_undefined_variables
import time:      1388 |       1388 |                                           wandb_graphql.validation.rules.no_unused_fragments
import time:      2027 |       2027 |                                           wandb_graphql.validation.rules.no_unused_variables
import time:      2147 |       2147 |                                             wandb_graphql.pyutils.pair_set
import time:      2086 |       4232 |                                           wandb_graphql.validation.rules.overlapping_fields_can_be_merged
import time:      1675 |       1675 |                                           wandb_graphql.validation.rules.possible_fragment_spreads
import time:      1543 |       1543 |                                           wandb_graphql.validation.rules.provided_non_null_arguments
import time:      1868 |       1868 |                                           wandb_graphql.validation.rules.scalar_leafs
import time:      1493 |       1493 |                                           wandb_graphql.validation.rules.unique_argument_names
import time:      1527 |       1527 |                                           wandb_graphql.validation.rules.unique_fragment_names
import time:      1841 |       1841 |                                           wandb_graphql.validation.rules.unique_input_field_names
import time:      1642 |       1642 |                                           wandb_graphql.validation.rules.unique_operation_names
import time:      1433 |       1433 |                                           wandb_graphql.validation.rules.unique_variable_names
import time:      1885 |       1885 |                                           wandb_graphql.validation.rules.variables_are_input_types
import time:      1433 |       1433 |                                           wandb_graphql.validation.rules.variables_in_allowed_position
import time:      4053 |      53882 |                                         wandb_graphql.validation.rules
import time:      2817 |      59768 |                                       wandb_graphql.validation.validation
import time:      2001 |      61768 |                                     wandb_graphql.validation
import time:      4438 |     240299 |                                   wandb_graphql.graphql
import time:      1497 |       1497 |                                   wandb_graphql.language.base
import time:      1591 |       1591 |                                     wandb_graphql.utils.introspection_query
import time:      2120 |       2120 |                                     wandb_graphql.utils.get_operation_ast
import time:      1871 |       1871 |                                     wandb_graphql.utils.build_client_schema
import time:      1574 |       1574 |                                     wandb_graphql.utils.build_ast_schema
import time:      2137 |       2137 |                                     wandb_graphql.utils.extend_schema
import time:      1973 |       1973 |                                     wandb_graphql.utils.schema_printer
import time:      4738 |       4738 |                                     wandb_graphql.utils.concat_ast
import time:      2604 |      18603 |                                   wandb_graphql.utils.base
import time:     15270 |     283533 |                                 wandb_graphql
import time:        95 |     283628 |                               wandb_graphql.language
import time:       153 |     283780 |                             wandb_graphql.language.parser
import time:      2250 |     286030 |                           wandb_gql.gql
import time:      2148 |       2148 |                               wandb_gql.transport
import time:      9992 |      12139 |                             wandb_gql.transport.local_schema
import time:      2123 |      14261 |                           wandb_gql.client
import time:      5902 |     306192 |                         wandb_gql
import time:      2142 |       2142 |                           wandb.analytics.sentry
import time:      2823 |       4965 |                         wandb.analytics
import time:      1414 |       1414 |                         wandb.apis.normalize
import time:      1562 |       1562 |                             google.protobuf.empty_pb2
import time:      1726 |       1726 |                             google.protobuf.timestamp_pb2
import time:      4348 |       7635 |                           wandb.proto.v7.wandb_internal_pb2
import time:      1871 |       9506 |                         wandb.proto.wandb_internal_pb2
import time:    278165 |     278165 |                         wandb.sdk.internal.settings_static
import time:      2762 |       2762 |                           wandb.sdk.internal._generated.operations
import time:     18247 |      18247 |                           wandb.sdk.internal._generated.server_features_query
import time:      2565 |      23573 |                         wandb.sdk.internal._generated
import time:      1446 |       1446 |                           wandb_gql.transport.http
import time:      2498 |       2498 |                           wandb._analytics
import time:      1743 |       5686 |                         wandb.sdk.lib.gql_request
import time:      1822 |       1822 |                         wandb.sdk.lib.retry
import time:      1773 |       1773 |                         wandb.sdk.lib.filenames
import time:      1621 |       1621 |                         wandb.sdk.internal.context
import time:      1598 |       1598 |                         wandb.sdk.internal.progress
import time:      3775 |     640083 |                       wandb.sdk.internal.internal_api
import time:      1974 |     642057 |                     wandb.apis.internal
import time:      1436 |       1436 |                         wandb.apis.public.const
import time:      1907 |       1907 |                             wandb.apis.paginator
import time:      1917 |       1917 |                             wandb.apis.public.registries._utils
import time:      2818 |       6640 |                           wandb.apis.public.registries.registries_search
import time:      1370 |       1370 |                               wandb.apis.attrs
import time:      1985 |       3354 |                             wandb.apis.public.teams
import time:      1671 |       1671 |                             wandb.apis.public.users
import time:     31231 |      31231 |                                 wandb.sdk.artifacts._models.base_model
import time:     13759 |      44990 |                               wandb.sdk.artifacts._models.artifact_collection
import time:      1849 |       1849 |                                 wandb.apis.public.registries._freezable_list
import time:     24354 |      26203 |                               wandb.sdk.artifacts._models.registry
import time:      2615 |      73806 |                             wandb.sdk.artifacts._models
import time:     14234 |      14234 |                             wandb.apis.public.registries._members
import time:      2240 |      95303 |                           wandb.apis.public.registries.registry
import time:      2642 |     104585 |                         wandb.apis.public.registries
import time:      2708 |       2708 |                             wandb.proto.v7.wandb_api_pb2
import time:      2252 |       4960 |                           wandb.proto.wandb_api_pb2
import time:      1534 |       1534 |                             wandb.sdk.lib.service
import time:      2181 |       2181 |                               wandb.proto.v7.wandb_sync_pb2
import time:      1465 |       3646 |                             wandb.proto.wandb_sync_pb2
import time:      1922 |       1922 |                               wandb.proto.v7.wandb_server_pb2
import time:      1433 |       3354 |                             wandb.proto.wandb_server_pb2
import time:      2163 |       2163 |                               wandb.sdk.interface
import time:      2426 |       2426 |                                   wandb.sdk.mailbox.mailbox_handle
import time:      1985 |       1985 |                                   wandb.sdk.mailbox.response_handle
import time:      2132 |       6543 |                                 wandb.sdk.mailbox.mailbox
import time:      1970 |       1970 |                                 wandb.sdk.mailbox.wait_with_progress
import time:      2859 |      11372 |                               wandb.sdk.mailbox
import time:      1675 |       1675 |                               wandb.sdk.interface.summary_record
import time:      3002 |      18210 |                             wandb.sdk.interface.interface
import time:      2384 |       2384 |                               wandb.sdk.interface.interface_shared
import time:      5214 |       7597 |                             wandb.sdk.interface.interface_sock
import time:      1905 |       1905 |                             wandb.sdk.lib.exit_hooks
import time:      1897 |       1897 |                             wandb.sdk.lib.service.service_client
import time:      1599 |       1599 |                               wandb.sdk.lib.service.ipc_support
import time:      2877 |       2877 |                                 wandb.sdk.lib.service.service_token
import time:      2258 |       5135 |                               wandb.sdk.lib.service.service_port_file
import time:      2138 |       8870 |                             wandb.sdk.lib.service.service_process
import time:      2816 |      49825 |                           wandb.sdk.lib.service.service_connection
import time:      1642 |      56426 |                         wandb.apis.public.service_api
import time:      2299 |       2299 |                         wandb.apis.public.utils
import time:      1933 |       1933 |                         wandb.sdk.wandb_login
import time:      3284 |       3284 |                         wandb.sdk.artifacts._gqlutils
import time:      2532 |       2532 |                                   wandb.docker.names
import time:      3197 |       5728 |                                 wandb.docker
import time:      2026 |       2026 |                                 wandb.sdk.launch.errors
import time:      2458 |       2458 |                                   wandb.sdk.launch.builder
import time:      1356 |       1356 |                                     wandb.sdk.launch.environment
import time:      8998 |      10353 |                                   wandb.sdk.launch.environment.abstract
import time:      1421 |       1421 |                                     wandb.sdk.launch.registry
import time:      3652 |       5073 |                                   wandb.sdk.launch.registry.abstract
import time:      4337 |       4337 |                                       wandb.sdk.launch.git_reference
import time:      5776 |       5776 |                                       wandb.sdk.launch.wandb_reference
import time:      2072 |       2072 |                                       wandb.sdk.wandb_config
import time:      1347 |       1347 |                                         wandb.sdk.launch.builder.templates
import time:      3683 |       5029 |                                       wandb.sdk.launch.builder.templates._wandb_bootstrap
import time:     11961 |      29173 |                                     wandb.sdk.launch.utils
import time:      2497 |      31669 |                                   wandb.sdk.launch._project_spec
import time:      2087 |       2087 |                                   wandb.sdk.launch.registry.anon
